system	path	git_blob	snapshot
lem-structured-notes	extensions/structured-notes/src/package.lisp	7e5cf237d00054b63f3b11f52f06958e38c895dd	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/model.lisp	9aa518d13cd08250d5da5cfb2d0482b153a11962	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/caldav-resource-name.lisp	abd816d65ada29558ca324bddba2af50bea1b4d0	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/icalendar-uid.lisp	c692ecdebb53ff56e1fb35e108eb36072b8d0957	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/source-protocol.lisp	bbe627a50cb4c45b213a2122a3240ce7609c9831	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/lsm-cst.lisp	da936d793a82502f3f2ecc9a8109da60eb75cba3	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/icalendar-cst.lisp	dbdc7fdb4523488902ec964f3da431565f6b2e95	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/icalendar-octets.lisp	8d15b9f8bb3a2deea8d5aead02bb242587abd8ec	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/icalendar-uri.lisp	87d17024bf8962d271bded08cc51ac70b13e8c35	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/icalendar-value.lisp	dbc27cde69904a7313675fd232ec0e5be98528e7	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/icalendar-recur.lisp	5d4c118fe608ea79b5b023b8699c49d01617eac7	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/icalendar-codec.lisp	10c9ef3d3eba0b370bbab71bce8eeff9101fd8f6	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/icalendar-property.lisp	98670e6578b431eb4dd7aa6bc7594a8bb380b393	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/icalendar-extensions.lisp	33c77de21ff768a5578c3b87642d1cabdd86f16c	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/icalendar-projection.lisp	1842098b610c39edfd3ffab36ed3873e40654650	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/icalendar-refresh.lisp	7eee9ce7cd6233882073c04b4e858e9494f237f8	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/icalendar-availability.lisp	829bee77fc57888742945512e7c129d9f609e212	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/icalendar-timezone.lisp	d04f91a7c5fed1a370a47320fedda984a0285d4d	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/icalendar-writer.lisp	be09d3849b88f0c586817f07905f0c3b8d362cc8	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/icalendar-edit.lisp	af2b95f73647dd58467a8749c0dc9aed47575d4c	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/caldav-write.lisp	4bca97078ee2cfd5afe97f8f3fc1d4437c1092ae	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/http-prefer.lisp	c25249ec9bcae251c12337dd613d9dafd47f4bba	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/caldav-read.lisp	a4fbf7eb5bc502fdd8907f30786882ec4b69917d	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/caldav-write-prefer.lisp	8a4eef3d8cd8bae8bc85a1ca355aed1f3d54d721	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/icalendar-recurrence.lisp	ccda2c4159960aa9641884fee2143e8a6577c63f	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/icalendar-timezone-recurrence.lisp	8d390c42cc7ecd0985b133551b4979b0d2f2683b	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/icalendar-series.lisp	812d3c5fa1d8bc27cff5a576bc1057c58e2c16c5	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/icalendar-availability-expansion.lisp	b1dd6dd39260a32770eca6fe3539bdecc2f4eec1	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/icalendar-semantic.lisp	df07479f56fc54ce81622136f1449df69f4f12f4	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/inline.lisp	27f38a2902f6ff272a1c7ea90cec0343da396ed7	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/block.lisp	cb6010e90f7ad92acd4423a8b454aa8de1cbc2a9	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/org-cst.lisp	fb6313959cca4adc58c4d0162721a7d9719b348e	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/lsm-parser.lisp	00878292329a0dbfba8a4ab0c0f998d090e151a0	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/legacy-markdown.lisp	8d2398604fc5071e90b7a10e2dd5b9a640d09265	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/lsm-writer.lisp	89aa6dc2ccff4c3641dd20953a831094c33306e6	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/migration.lisp	1968ab0694c883b3b9f0c46b619fa5c64613eb37	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes	extensions/structured-notes/src/notes-workflow.lisp	10bbbf65fba545ce7938357bdede9184c09e4116	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/unicode17-precis-data.lisp	17c1e2f425e91538ff36ffa21f5cef4d50399f48	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/unicode17-precis.lisp	94c9a787dbc2a5c3b2eb63eaf39a3b3f594bf956	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/webdav-xml.lisp	6aeaa4bf88adec14e0e9c5d143bdb19e31b03950	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/webdav-propfind.lisp	17cf99940a9d353b0ded724143cb32fcc8aca31f	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/webdav-error.lisp	e8ffff5f138365485ecde4fb6360d570ca355249	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/webdav-proppatch.lisp	adc0d481a2a9e5becb226b772a9e836efeb74448	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/webdav-options.lisp	314492c2aa2c4141d205c64c6257236bac265b88	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-account-discovery.lisp	9dba1036891ef4ed75455c028b36a1acc5c083e4	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-discovery-dns-evidence.lisp	50dcd193a2918ce0b059f61c3d25f6ed7037f3f7	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-discovery-dns-command.lisp	ad59646143cb3464cf555b9e36c47b3b25f2e67a	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-discovery-tls.lisp	203f2ee8114bd240449a3c47a89be846714edbb2	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/tzdist-discovery.lisp	cd803261bf778632ec990ed03644a832d6d1ce24	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/tzdist-discovery-dns-command.lisp	f0610ff858e6b9b8a4141266e90ee1e652dc9029	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-discovery-redirect.lisp	c238052c04d91a382ddb9a8281204c708f0c0a2c	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/tzdist-context-discovery.lisp	bb544f27798f10dff34bbe9a5b92714c291b6de9	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/webdav-discovery.lisp	859bdf0ea4b87775a98892e570400b7008560299	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-scheduling-discovery.lisp	bfe7242c90a5d758f586c9173585faa4957d7337	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-bootstrap-command.lisp	9bfb0a9a74545047bcd8ed335ebf2a78c36401b7	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/webdav-acl.lisp	bb82905d068bf38e6f6afb38739e568a3d2e4671	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/webdav-report.lisp	7b9d10d7fdf165352586821582f8ab41b8450d0d	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-collection.lisp	1e287a9fc72d952e15fa6ab1332826bdf6dcd7c4	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-rscale.lisp	26e43c6a4786fcd9535d85a524ff868e47c5b9b6	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-add-member.lisp	3d9308b75a9b5d6bb5a6106557f72dc1cdf21f96	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-add-member-prefer.lisp	ee726b378174dde57f9d5b285818fd232af8a322	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/webdav-principal-search.lisp	8c8bbe75c2d841a82098efaf7c502f26da57fcb2	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-scheduling-collection.lisp	60582f7e47162bc289924ca07aeb5d16dca4aa1e	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-availability.lisp	b940332c926f31236d684a324f564821826cb98d	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-scheduling-object.lisp	5bc8d86283686eae7e3a6ef1e4a19ee425a5a09b	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-managed-attachment.lisp	ed3e288c851bc7739be6b28f69ea2537dc13149f	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-scheduling-participant.lisp	07ecfe3efd4b7c266f9db7fd2dd470ea0a12045b	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-schedule-tag.lisp	9652a8685faa3f0e424540c4670c62e427419a89	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-scheduling-edit.lisp	1a1b940b02a067aa53f7bbe398d08a055b31c599	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-mkcalendar.lisp	95cce1cd69888143c849697af218b0ff59bb270f	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-calendar-data.lisp	16ba9da6f36af574ed7384c09900eea60f90b2b0	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-multiget.lisp	aa5b7c58b72bbf69279e821169c6ede96ddfa96d	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-etag.lisp	48b161bbf9162178bdf8103b0740e8a55aab1f79	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/tzdist.lisp	42fd43764289a066ed27948e02ad7ae2a9e1058c	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-timezone-reference.lisp	9bb1f1c0013a32b581f45bdb230045108f8af7d1	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-query.lisp	ebd4a4b0b4054349be5eda3bbb5fab18e6ba6e11	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-freebusy.lisp	6184f56a8d429c6d93f73e901a7318480beb1ba7	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-scheduling-freebusy.lisp	eeeff165136d42e5df3466e9c1b380a2d6889aa8	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/webdav-sync.lisp	8ce729c99297479e6f63eb35f09e5459dd3c40ad	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-sync.lisp	e7af60a9d0b51c644c1ff551c242ac8606c9fde2	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-scheduling-itip.lisp	13e7eff6759cdef01464e523fa61efa88420a97f	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-scheduling-inbox.lisp	f62fcc81995f69d67274e6f22177d358e810db9e	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-scheduling-itip-state.lisp	5724002a15ab0f71ca2189f2403395a63ff7690c	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-scheduling-refresh.lisp	e7be66f1caa4b13c15d70d3a94c0cb444726be83	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-rscale-itip-reply.lisp	d1b86abf7784d0be4de17bfa23e0910e7ef4210b	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-sync-command.lisp	824d0122855b6dddf3779ec680e704f626443437	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-sync-manifest.lisp	5e713ee805e1b581c07e3dcebbd5a905ec250dbd	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-sync-store.lisp	96d7e413e6f2baa8e6f51fbc96164652e6b4625b	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/icalendar-refresh-store.lisp	288b5b914231181000c9a4d62955d26ed5b38352	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-binding-index.lisp	310cf55be1489149ec619d48d03b4c7550442a94	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-scheduling-projection.lisp	7134d59269560580134bfd73b58dbcd1e87169da	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-scheduling-projection-destination.lisp	332ddc7ca72bdced47e3a034011eeb81e36e49b6	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-scheduling-projection-destination-store.lisp	30dbb8cc9466ebb844c3253eebf6ea9976b58e5d	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-scheduling-itip-state-store.lisp	ac2ab1ce771ffb1100551a88262f627c7b25bd32	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-scheduling-request-history-store.lisp	07128edf21ae00c42098c845e5f743aab7ab2b21	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-scheduling-delegation.lisp	dea48c757a94b65b4c77a671850b7ed05fd96ae5	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-scheduling-delegation-store.lisp	67be626ad17dbb2b8c90a4bed4ca397f24b3418d	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-scheduling-forwarding.lisp	5e53438ef323a9c1822a68c37aac6197833a568a	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-scheduling-forwarding-store.lisp	8188d284de15da6df224b261a8ece1c5a1865bf6	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-merge.lisp	529a5e093629930257ad7fb5fc9175434fa53724	dd570df2ddb279f52f8d7b302f8538a7777b37d7
lem-structured-notes/caldav-xml	extensions/structured-notes/src/caldav-series-merge.lisp	6be67599da88880299a50e08b9bf6ee85d1357d9	dd570df2ddb279f52f8d7b302f8538a7777b37d7
